no;SERIAL;TB_00;TB_01;A000;Fragebogen;InAusbildung;Geschlecht;Alter;RP;GruppeLK;GruppeLK_o;Vollzeit;Deputat;SProzent;Mehrarbeit;Mehrarbeit_o;Deputatsnachlass;Deputatsnachlass_o;AZ;AZ_00;AZO_01;AZO_02;AZO_03;AZO_04;AZF_01;AZF_02;AZF_03;AZF_04;LA01;LC01;LC06;LC06_o;LC11_01;LC11_02;LC11_03;LC11_04;LC11_05;LC11_06;LC11_07;LC11_08;LC11_09;LC11_10;LC11_11;LC11_11_o;LC12_01;LC12_02;LC12_03;SA01;SC04;SC09_01;SC09_02;SC09_03;VA02;VA02_o;VC02;VC03_01;VC03_02;VC03_03;VC08_01;VC08_02;VC08_03;VC08_04;VC08_05;VC08_06;VC08_07;VC08_08;VC08_09;VC08_10;VC08_11;VC08_11_o
257;K6ZVCUGZ7E;1;1;1;1;0;1;49;4;2;;1;28,00;100,00;0;#NULL!;1;1,00;45,00;5,00;36,00;0,00;9,00;0,00;5,00;4,00;30,00;20,00;1;28;1;1,0000;28,0000;8,0000;4,0000;1,0000;1,0000;1,0000;2,0000;1,0000;0,0000;1,0000;0,0000;;18;18;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
258;K7LWV2VTB8;1;0;1;1;0;2;38;4;2;;0;27,00;96,43;0;#NULL!;1;1,00;47,00;3,50;30,00;0,00;20,00;0,00;8,00;12,00;20,00;25,00;1;28;1;0,2500;24,0000;6,0000;20,0000;2,0000;2,0000;0,0000;0,5000;0,0000;0,0000;0,5000;0,0000;;28;5;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
259;K8648L8X63;1;0;1;1;0;2;28;1;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;60,00;1,00;30,00;0,00;30,00;0,00;2,00;4,00;120,00;120,00;2;25;3;#NULL!;20,0000;20,0000;5,0000;2,0000;2,0000;1,0000;0,0000;5,0000;0,0000;5,0000;#NULL!;;38;0;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
260;K91G9R2X1X;1;1;1;1;0;1;56;3;1;;1;25,00;100,00;1;2,00;0;#NULL!;50,00;10,00;35,00;0,00;15,00;10,00;10,00;5,00;50,00;80,00;1;25;1;1,0000;20,0000;10,0000;4,0000;2,0000;2,0000;2,0000;5,0000;0,0000;0,0000;0,0000;0,0000;;28;5;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
261;K9746K8T5D;1;0;1;2;0;1;56;4;1;;0;4,00;16,00;1;1,00;0;#NULL!;50,00;5,00;44,00;1,00;5,00;0,00;4,00;1,00;120,00;40,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;5,0000;38;4;0;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
262;KBDSC4Y4DW;1;1;1;1;0;2;60;4;1;;0;16,00;64,00;0;#NULL!;1;1,50;35,00;4,50;25,00;0,00;10,00;0,00;5,00;5,00;30,00;15,00;1;25;1;1,5000;13,0000;11,0000;4,0000;2,5000;2,0000;0,0000;2,5000;0,0000;0,0000;0,0000;0,0000;;20;10;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
263;KHDXVYNYDK;1;1;1;1;0;2;52;2;1;;0;15,00;60,00;1;1,80;1;1,00;34,00;2,00;14,50;0,00;19,50;0,00;2,00;7,00;25,00;60,00;1;25;1;1,0000;11,2500;15,5000;3,0000;0,5000;1,0000;0,2500;0,5000;2,0000;0,0000;0,0000;0,0000;;21;0;17;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
264;KN6T4YP9SB;1;1;1;1;0;2;31;1;1;;0;22,00;88,00;1;0,50;0;#NULL!;65,00;4,00;35,00;0,00;30,00;0,00;3,00;8,00;20,00;30,00;2;25;1;0,2500;15,0000;20,0000;4,0000;1,0000;2,0000;0,5000;1,0000;2,0000;0,5000;1,0000;#NULL!;;20;14;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
265;KNHXAW2H5M;1;1;1;1;0;1;54;4;1;;0;20,00;80,00;0;#NULL!;1;1,00;34,00;1,00;20,00;0,00;14,00;0,00;4,00;6,00;20,00;8,00;1;25;1;1,0000;15,0000;6,0000;5,0000;2,0000;2,0000;0,0000;2,0000;2,0000;0,0000;0,0000;0,0000;;26;10;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
266;KQLCAAUPQX;1;0;1;2;0;1;58;3;1;;1;25,00;100,00;0;#NULL!;1;12,00;45,00;10,00;25,00;0,00;20,00;0,00;10,00;5,00;90,00;25,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;13,0000;20;10;8;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
267;KR3NRNREXF;1;1;1;1;0;2;34;1;1;;1;25,00;100,00;1;5,00;1;2,50;55,00;12,00;34,00;1,00;15,00;5,00;15,00;8,00;0,00;20,00;1;25;1;6,0000;15,0000;5,0000;5,0000;1,0000;12,0000;2,0000;5,0000;6,0000;4,0000;0,0000;#NULL!;;14;19;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
268;KSZT7QEC7G;1;0;1;1;0;2;37;1;1;;1;25,00;100,00;0;#NULL!;1;4,50;42,00;2,60;30,00;0,00;12,00;0,00;3,00;4,00;20,00;20,00;1;25;1;3,5000;11,0000;4,0000;11,0000;2,0000;2,0000;1,0000;4,0000;3,0000;1,0000;0,5000;#NULL!;;20;13;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
269;KYBU7M19DN;1;1;1;1;0;1;59;4;1;;1;25,00;100,00;0;#NULL!;1;5,25;48,00;3,00;32,00;0,00;16,00;0,00;3,00;5,00;30,00;30,00;1;25;1;5,2500;14,0000;10,0000;4,0000;0,5000;12,0000;0,5000;3,0000;3,0000;0,0000;1,5000;1,5000;ÖPR-Tätigkeit;32;4;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
270;L13K1VAYMM;1;1;1;1;0;2;40;4;3;Direkteinstieg;1;25,00;100,00;1;5,00;0;#NULL!;45,00;6,00;20,00;0,00;25,00;0,00;15,00;10,00;100,00;50,00;1;25;1;0,2500;20,0000;8,0000;6,0000;3,0000;2,0000;1,0000;1,0000;4,0000;0,0000;1,0000;#NULL!;;24;8;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
271;L1PS7WLD23;1;1;1;1;0;2;52;2;1;;0;13,00;52,00;0;#NULL!;0;#NULL!;28,00;3,00;12,00;0,00;16,00;0,00;8,00;4,00;6,00;8,00;1;25;2;#NULL!;9,7500;16,0000;3,0000;1,0000;1,0000;0,5000;1,0000;1,0000;0,5000;0,5000;0,0000;;26;10;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
272;L3CE15BTN4;1;1;1;1;0;2;54;3;1;;1;25,00;100,00;0;#NULL!;1;3,00;46,00;5,00;23,00;0,00;23,00;0,00;10,00;10,00;20,00;60,00;1;25;2;#NULL!;18,0000;12,0000;4,0000;3,0000;4,0000;0,0000;1,0000;3,0000;0,0000;0,0000;0,0000;;26;5;7;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
273;L4Q81GMDPS;1;1;1;1;0;1;54;2;1;;1;25,00;100,00;1;2,00;1;14,50;45,00;4,50;25,00;2,00;18,00;0,00;2,00;6,00;40,00;15,00;1;25;1;14,5000;7,0000;12,5000;2,0000;1,5000;2,0000;3,0000;14,0000;1,0000;0,0000;2,0000;#NULL!;;10;20;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
274;L59RQMYZY8;1;1;1;3;1;2;39;2;1;;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;68,00;6,00;18,00;#NULL!;40,00;6,00;16,00;20,00;#NULL!;40,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;2;;2;4,0000;0,0000;8,0000;12,0000;40,0000;8,0000;2,0000;3,0000;0,0000;2,0000;14,0000;4,0000;0,0000;0;
275;L853VWMVSQ;1;1;1;2;0;1;39;1;1;;1;25,00;100,00;1;1,00;1;10,00;60,00;2,00;55,00;0,00;5,00;0,00;4,00;1,00;120,00;6,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;16,0000;28;10;0;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
276;L93EP8VFEY;1;1;1;1;0;2;40;1;1;;0;16,00;64,00;1;1,00;1;2,50;30,00;4,00;11,00;8,00;11,00;0,00;1,00;2,00;40,00;10,00;1;25;1;2,5000;3,0000;2,0000;0,5000;1,0000;1,0000;0,0000;0,0000;2,0000;0,5000;0,0000;17,0000;Teilabordnung ans IBBW;15;15;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
277;L9ZA3VX7PK;1;1;1;2;0;2;45;2;1;;1;25,00;100,00;1;2,00;1;18,00;52,00;9,50;45,00;1,00;4,00;1,00;2,00;4,00;60,00;30,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;6,0000;32;4;2;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
278;LB4ZW64LRC;1;1;1;1;0;2;48;1;3;StR;1;25,00;100,00;1;1,50;1;0,50;55,00;3,50;26,50;0,00;28,50;0,00;9,00;10,00;40,00;12,00;1;25;1;0,5000;18,5000;16,0000;10,0000;2,0000;1,0000;0,0000;2,0000;1,0000;0,0000;4,0000;0,0000;;10;14;14;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
279;LC324YPPY7;1;1;1;1;0;1;31;4;1;;0;22,00;88,00;0;#NULL!;0;#NULL!;49,00;2,50;22,00;0,00;27,00;0,00;4,50;5,00;56,00;20,00;2;25;3;#NULL!;16,5000;23,0000;4,0000;1,0000;1,0000;0,0000;0,0000;3,0000;0,0000;0,5000;0,0000;;25;5;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
280;LCUBG7C1GD;1;0;1;1;0;2;35;2;1;;1;25,00;100,00;1;0,50;1;5,50;65,00;2,50;45,00;0,00;20,00;0,00;10,00;10,00;80,00;30,00;1;25;1;5,5000;15,0000;10,0000;5,0000;5,0000;8,0000;1,0000;10,0000;7,0000;1,0000;3,0000;#NULL!;;32;4;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
281;LD7PGRHW9B;1;1;1;1;0;2;36;2;1;;0;18,00;72,00;1;0,45;0;#NULL!;40,00;2,00;15,00;8,00;17,00;0,00;5,00;6,00;50,00;40,00;1;25;1;8,0000;6,0000;20,0000;2,0000;2,0000;1,0000;1,0000;12,0000;3,0000;0,0000;0,5000;#NULL!;;30;2;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
282;LE93VMFZRK;1;1;1;1;0;2;33;4;1;;0;22,00;88,00;1;3,00;0;#NULL!;50,00;8,00;25,00;5,00;20,00;0,00;5,00;10,00;50,00;20,00;2;25;1;1,0000;18,0000;15,0000;10,0000;1,0000;2,0000;1,0000;3,0000;5,0000;2,0000;5,0000;#NULL!;;15;15;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
283;LFUXY2CS6Z;1;0;1;1;0;2;54;2;1;;0;20,00;80,00;1;3,00;1;2,50;40,00;5,00;14,00;8,00;16,00;2,00;5,00;5,00;10,00;10,00;1;25;1;2,2000;7,0000;9,0000;2,0000;2,0000;3,0000;1,0000;3,0000;3,0000;1,0000;1,0000;8,0000;Praxisbesuche;30;7;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
284;LHE84CZ2BF;1;1;1;1;0;1;55;3;2;;0;25,00;92,59;0;#NULL!;0;#NULL!;43,00;4,00;41,00;0,00;2,00;0,00;0,00;0,00;40,00;80,00;3;27;2;#NULL!;18,7500;11,0000;3,5000;1,0000;2,0000;0,2500;1,0000;2,5000;1,0000;1,0000;#NULL!;;8;20;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
285;LM1CKB8DKG;1;0;1;1;0;2;60;1;1;;0;21,00;84,00;1;3,00;1;0,50;55,00;1,00;28,00;0,00;22,00;0,00;3,00;5,00;1,00;4,00;1;25;1;1,0000;18,0000;12,0000;12,0000;3,0000;3,0000;1,0000;2,0000;2,0000;1,0000;1,0000;1,0000;Ersthelfer;34;8;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
286;LN5BPEYHPD;1;0;1;1;0;2;56;4;1;;0;25,00;89,29;0;#NULL!;1;1,00;38,00;530,00;30,00;0,00;6,00;2,00;6,00;3,00;10,00;1,00;1;28;1;1,0000;18,0000;4,0000;1,0000;1,0000;2,0000;0,0000;1,0000;2,0000;0,5000;1,0000;2,0000;Schülergrspräche i.R. der Klassenlehrertätigkeit;28;5;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
287;LU7UAD3NN1;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
288;LVZKXTLC5D;1;1;1;2;0;1;52;1;1;;1;25,00;100,00;1;1,50;1;9,00;51,00;2,50;50,00;0,50;1,00;0,00;1,00;0,00;80,00;10,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;16,5000;28;8;2;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
289;LYNEBGPW2C;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
290;LZUVCHL5EQ;1;1;1;1;0;2;44;3;1;;0;16,00;64,00;1;2,00;1;0,50;40,00;4,00;18,00;0,00;22,00;4,00;2,00;2,00;20,00;20,00;1;25;1;0,5000;13,0000;8,0000;8,0000;4,0000;2,0000;1,0000;1,0000;2,0000;0,0000;1,0000;#NULL!;;10;26;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
291;M3EBFT2AVB;1;0;1;1;0;1;57;4;1;;1;25,00;100,00;0;#NULL!;1;1,00;47,00;4,00;22,00;0,00;25,00;0,00;3,00;8,00;35,00;20,00;1;25;2;#NULL!;18,0000;13,0000;10,0000;0,0000;0,0000;0,0000;0,0000;4,0000;0,0000;0,0000;0,0000;;34;2;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
292;M8C31CK1MM;1;1;1;1;0;2;31;1;1;;1;25,00;100,00;1;1,00;0;#NULL!;42,00;1,50;25,00;0,00;17,00;0,00;10,00;7,00;10,00;15,00;2;25;3;#NULL!;24,0000;7,0000;5,0000;1,0000;1,0000;0,0000;0,0000;2,0000;1,0000;1,0000;0,0000;;28;5;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
293;M8FCGL2RVG;1;1;1;1;0;2;54;2;1;;0;20,00;80,00;0;#NULL!;1;0,50;37,00;1,50;21,00;0,00;16,00;0,00;6,00;5,00;3,00;10,00;1;25;1;0,5000;15,0000;8,0000;7,0000;2,0000;1,0000;0,0000;2,0000;2,0000;0,0000;0,0000;0,0000;;21;13;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
294;MBYTPK8U17;1;1;1;1;0;2;55;3;3;Spezialistin in Textil;0;17,50;62,50;0;#NULL!;0;#NULL!;32,00;2,00;28,00;3,00;2,00;0,00;0,00;2,00;0,00;0,00;3;28;1;1,5000;12,0000;3,0000;1,0000;2,0000;4,0000;2,0000;5,0000;3,0000;0,0000;0,0000;0,0000;;35;0;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
295;MFU8BHY2ZT;1;1;1;1;0;1;63;3;2;;1;28,00;100,00;0;#NULL!;1;7,00;41,00;1,00;37,00;0,00;4,00;0,00;2,00;3,00;50,00;6,00;1;28;1;5,0000;16,0000;10,0000;1,0000;1,0000;2,0000;1,0000;7,0000;1,0000;0,0000;2,0000;0,0000;;32;4;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
296;MG5U4SWQ7X;1;1;1;1;0;1;32;1;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;45,00;4,70;28,00;0,00;17,00;0,00;2,00;6,00;55,00;35,00;2;25;2;#NULL!;12,0000;15,0000;3,0000;1,0000;3,0000;1,0000;1,0000;3,0000;0,0000;1,0000;#NULL!;;18;13;7;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
297;MPL5LM51DW;1;1;1;1;0;1;56;2;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;40,00;2,00;21,00;0,00;19,00;0,00;7,00;4,00;0,00;12,00;1;25;2;#NULL!;18,7500;12,0000;2,0000;0,0000;1,0000;0,0000;1,0000;6,0000;0,0000;1,0000;#NULL!;;34;4;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
298;MSLH8V4EA5;1;1;1;1;0;2;42;1;1;;1;25,00;100,00;1;3,00;0;#NULL!;44,00;4,50;30,00;0,00;16,00;0,00;11,00;5,00;80,00;15,00;1;25;1;1,5000;19,0000;8,0000;3,0000;2,0000;3,0000;1,0000;5,0000;2,0000;0,0000;0,0000;0,0000;;14;17;7;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
299;MUAR67ASEC;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
300;MURRGLTY1F;1;1;1;1;0;2;48;3;1;;1;25,00;100,00;0;#NULL!;1;1,00;60,00;4,00;19,00;0,00;25,00;4,00;16,00;10,00;20,00;35,00;1;25;1;0,5000;21,0000;10,0000;2,0000;2,5000;1,0000;0,5000;0,5000;1,0000;0,2500;1,0000;0,0000;;4;16;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
