no;SERIAL;TB_00;TB_01;A000;Fragebogen;InAusbildung;Geschlecht;Alter;RP;GruppeLK;GruppeLK_o;Vollzeit;Deputat;SProzent;Mehrarbeit;Mehrarbeit_o;Deputatsnachlass;Deputatsnachlass_o;AZ;AZ_00;AZO_01;AZO_02;AZO_03;AZO_04;AZF_01;AZF_02;AZF_03;AZF_04;LA01;LC01;LC06;LC06_o;LC11_01;LC11_02;LC11_03;LC11_04;LC11_05;LC11_06;LC11_07;LC11_08;LC11_09;LC11_10;LC11_11;LC11_11_o;LC12_01;LC12_02;LC12_03;SA01;SC04;SC09_01;SC09_02;SC09_03;VA02;VA02_o;VC02;VC03_01;VC03_02;VC03_03;VC08_01;VC08_02;VC08_03;VC08_04;VC08_05;VC08_06;VC08_07;VC08_08;VC08_09;VC08_10;VC08_11;VC08_11_o
123;9UT56D37SE;1;1;1;2;0;1;51;1;1;;1;25,00;100,00;1;2,00;1;11,00;47,00;2,00;45,00;0,00;2,00;0,00;3,00;2,00;100,00;35,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;16,0000;20;18;2;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
124;9VYUBS6YQ6;1;1;1;1;0;2;34;1;1;;1;25,00;100,00;1;1,00;1;1,00;43,00;5,00;35,00;0,00;8,00;0,00;3,00;5,00;30,00;20,00;2;25;1;1,0000;25,0000;10,0000;4,0000;0,5000;1,0000;0,0000;0,5000;1,0000;0,0000;1,0000;0,0000;;18;12;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
125;9WLPPZ7SNY;1;1;1;2;0;2;44;1;1;;1;25,00;100,00;0;#NULL!;1;11,00;54,00;10,00;48,00;0,00;6,00;0,00;2,00;4,00;70,00;10,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;12,0000;30;8;0;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
126;9WSS4UVY8W;1;1;1;1;0;2;30;2;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;46,00;10,00;29,00;0,00;15,00;2,00;6,00;4,00;35,00;15,00;2;25;2;#NULL!;20,0000;15,0000;4,0000;2,0000;2,0000;1,0000;0,5000;1,0000;0,0000;0,5000;#NULL!;;26;8;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
127;A47LWTD2PG;1;0;1;1;0;2;46;1;1;;1;27,00;100,00;1;2,00;0;#NULL!;50,00;10,00;20,00;15,00;15,00;0,00;15,00;10,00;40,00;20,00;4;27;3;#NULL!;14,0000;10,0000;4,0000;2,0000;2,0000;1,0000;0,0000;2,0000;0,5000;1,0000;3,0000;Praxisberichte, Ausarbeitungen, Reflexionen;15;15;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
128;A5NA278UX7;1;1;1;2;0;1;48;3;1;;0;22,00;88,00;1;2,00;1;16,00;45,00;0,50;41,00;0,00;4,00;0,00;1,00;2,00;80,00;60,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;6,0000;30;7;1;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
129;A6GDAWQT2E;1;1;1;1;0;2;45;3;2;;0;16,00;59,26;0;#NULL!;0;#NULL!;43,00;6,50;18,50;0,00;18,00;6,50;12,00;6,00;60,00;20,00;2;27;2;#NULL!;15,0000;15,0000;3,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,5000;2,0000;#NULL!;;15;15;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
130;A6M3VK7TGT;1;1;1;2;0;2;56;4;1;;1;25,00;100,00;1;11,00;1;6,00;50,00;5,00;35,00;1,00;15,00;1,00;4,00;5,00;80,00;10,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;19,0000;20;10;8;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
131;A895M5X41P;1;0;1;3;1;1;40;1;1;;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;45,00;4,00;22,00;#NULL!;23,00;0,00;18,00;5,00;100,00;16,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;2;;4;0,0000;2,0000;18,0000;15,0000;22,0000;1,5000;1,0000;1,0000;1,0000;1,5000;0,0000;0,0000;1,0000;;
132;AAR99WRGF6;1;1;1;1;0;2;40;3;1;;0;16,00;64,00;0;#NULL!;1;1,00;26,00;4,00;20,00;0,00;4,50;0,00;1,00;1,00;15,00;20,00;1;25;1;1,0000;11,0000;5,5000;1,5000;0,5000;0,5000;0,2500;2,0000;1,5000;1,0000;1,0000;1,0000;Coronatagebuch führen, überprüfen, am zentralen Verwaltungsort abholen und hinbringen;30;4;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
133;ACDY8TG3BX;1;1;1;2;0;1;57;1;1;;1;25,00;100,00;0;#NULL!;1;21,00;54,00;3,00;48,00;3,00;3,00;0,00;2,00;1,00;150,00;20,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;4,0000;27;10;1;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
134;AD6X6A4LVT;1;1;1;1;0;2;41;1;1;;0;18,00;72,00;1;5,00;0;#NULL!;45,00;5,00;25,00;0,00;20,00;0,00;12,00;8,00;40,00;150,00;1;25;3;#NULL!;17,0000;15,0000;4,0000;1,5000;2,0000;0,0000;0,0000;2,0000;1,0000;2,0000;#NULL!;;30;4;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
135;AGQK3XNGRK;1;1;1;1;0;1;34;4;1;;1;25,00;100,00;0;#NULL!;1;3,00;50,00;3,00;30,00;0,00;20,00;0,00;8,00;8,00;60,00;80,00;1;25;1;1,0000;19,0000;19,0000;4,0000;2,0000;2,0000;0,0000;2,0000;2,0000;0,0000;0,0000;#NULL!;;38;0;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
136;AH435FDA2H;1;1;1;1;0;1;33;2;1;;1;24,90;99,60;0;#NULL!;1;1,40;55,00;3,50;43,50;0,00;11,50;0,00;5,00;3,00;20,00;5,00;1;25;1;1,5000;16,5000;20,5000;4,0000;2,0000;3,0000;0,5000;4,0000;2,0000;0,5000;0,5000;1,5000;Abiturvorbereitung in Chemie;16;10;12;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
137;AHMFZ2YSXT;1;0;1;1;0;2;34;2;1;;0;15,00;60,00;0;#NULL!;1;1,50;33,00;2,00;18,00;0,00;15,00;0,00;3,00;4,00;80,00;25,00;1;25;1;1,0000;10,0000;10,0000;4,0000;2,0000;2,0000;0,0000;3,0000;2,0000;0,5000;0,0000;#NULL!;;30;6;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
138;AKVDTKU1U6;1;1;1;1;0;2;55;4;1;;1;25,00;100,00;0;#NULL!;1;3,40;54,00;3,50;35,00;0,00;19,00;0,00;9,00;6,00;60,00;30,00;1;25;1;2,5000;13,0000;12,0000;7,0000;3,0000;4,0000;1,0000;3,0000;5,0000;1,0000;4,0000;#NULL!;;25;11;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
139;AKWCNLZGM8;1;1;1;2;0;2;54;2;1;;1;25,00;100,00;0;#NULL!;1;21,00;48,00;2,00;40,00;3,00;5,00;0,00;2,00;3,00;10,00;5,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;4,0000;23;11;4;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
140;AKZB84P4D5;1;1;1;1;0;2;36;2;1;;1;27,50;110,00;1;2,50;1;4,00;55,00;2,50;40,00;0,00;15,00;0,00;10,00;5,00;75,00;10,00;1;25;1;3,0000;17,0000;15,0000;5,0000;1,0000;2,0000;0,0000;10,0000;2,0000;1,0000;2,0000;#NULL!;;18;15;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
141;APFLM3HB55;1;0;1;1;0;2;47;2;1;;0;20,00;80,00;1;1,00;0;#NULL!;43,00;5,00;22,00;0,00;20,00;1,00;5,00;6,00;65,00;30,00;1;25;2;#NULL!;21,0000;8,0000;14,0000;2,0000;1,0000;0,0000;1,0000;2,0000;0,0000;0,5000;#NULL!;;24;9;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
142;AQDG3LHGBE;1;1;1;1;0;2;52;2;2;;1;25,00;100,00;1;3,00;1;0,50;60,00;15,00;40,00;8,00;12,00;2,00;6,00;8,00;120,00;40,00;1;25;1;0,5000;20,0000;5,0000;2,0000;2,0000;4,0000;15,0000;5,0000;2,0000;6,0000;2,0000;#NULL!;;38;0;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
143;B3XLCDVVFM;1;1;1;1;0;1;35;3;1;;1;25,00;100,00;1;1,00;0;#NULL!;35,00;10,00;23,00;0,00;6,00;6,00;1,00;1,00;0,00;10,00;2;25;3;#NULL!;20,0000;1,0000;2,0000;2,0000;2,0000;0,0000;0,0000;2,0000;0,0000;6,0000;#NULL!;;26;6;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
144;B515F93KL1;1;1;1;2;0;2;49;2;1;;1;25,00;100,00;0;#NULL!;1;9,00;49,00;4,00;32,00;0,00;17,00;0,00;1,50;9,00;100,00;15,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;14,0000;20;13;5;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
145;B6TYGL7MDW;1;1;1;1;0;2;54;2;2;;0;21,00;75,00;0;#NULL!;1;2,50;37,50;2,50;23,50;0,00;14,00;0,00;5,00;3,00;20,00;6,00;1;28;1;2,5000;16,5000;10,5000;0,5000;0,5000;1,5000;0,5000;5,0000;2,0000;0,2000;0,2000;#NULL!;;20;8;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
146;BABGP1WMM9;1;1;1;1;0;2;49;3;1;;1;25,00;100,00;0;#NULL!;1;5,00;60,00;6,00;28,00;1,00;31,00;0,00;10,00;10,00;120,00;40,00;1;25;1;2,0000;14,5000;29,0000;4,0000;5,0000;0,5000;0,2500;1,0000;3,5000;0,2500;2,0000;#NULL!;;30;2;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
147;BCQ5113936;1;1;1;1;0;2;32;4;1;;0;20,00;80,00;0;#NULL!;0;#NULL!;55,00;5,00;20,00;3,00;32,00;0,00;16,00;16,00;40,00;30,00;2;25;2;#NULL!;16,0000;22,0000;6,0000;1,0000;1,0000;0,0000;2,0000;2,0000;1,0000;2,0000;#NULL!;;8;20;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
148;BDE2XGWZKR;1;1;1;2;0;1;44;3;1;;1;25,00;100,00;1;2,00;1;4,00;60,00;2,50;45,00;2,00;10,00;3,00;6,00;4,00;80,00;30,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;21,0000;20;10;8;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
149;BEB5PRZVXM;1;0;1;3;1;2;42;2;1;;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;34,00;4,00;10,00;#NULL!;24,00;0,00;6,00;8,00;20,00;8,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;1;;3;0,0000;0,0000;9,0000;9,0000;19,0000;2,0000;1,0000;2,0000;0,0000;1,0000;0,0000;0,0000;5,0000;;
150;BHCABZR185;1;0;1;1;0;2;40;4;1;;0;16,00;64,00;1;0,60;0;#NULL!;36,00;6,00;18,00;0,00;15,00;3,00;5,00;6,00;60,00;20,00;1;25;3;#NULL!;12,0000;10,0000;2,0000;1,0000;3,0000;0,0000;0,0000;7,0000;1,0000;0,0000;#NULL!;;19;15;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
151;BHHPN1U3E8;1;1;1;2;0;2;58;2;1;;1;25,00;100,00;0;#NULL!;1;7,00;20,00;48,00;45,00;1,00;3,00;0,00;0,00;3,00;60,00;10,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;18,0000;28;7;3;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
152;BLR8KLDD48;1;1;1;1;0;1;48;1;2;;1;27,00;100,00;1;4,00;1;2,00;43,00;4,00;43,00;0,00;0,00;0,00;1,00;0,00;10,00;5,00;1;27;2;#NULL!;22,5000;6,0000;1,5000;1,0000;3,0000;0,5000;4,0000;5,0000;0,0000;0,0000;#NULL!;;16;20;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
153;BNLX3HHGCB;1;0;1;2;0;1;58;4;1;;1;25,00;100,00;0;#NULL!;1;21,00;58,00;6,00;48,00;4,00;6,00;0,00;2,00;4,00;78,00;12,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;2,0000;26;8;4;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
154;BNQPL2Y1Q5;1;1;1;2;0;1;39;2;1;;1;25,00;100,00;0;#NULL!;1;19,00;45,00;1,50;42,50;0,50;2,00;0,00;0,00;2,00;80,00;70,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;6,0000;30;6;2;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
155;BNQQAUQXCY;1;1;1;1;0;2;37;4;1;;0;12,50;50,00;0;#NULL!;0;#NULL!;26,00;2,00;12,00;0,00;14,00;0,00;5,00;4,00;20,00;15,00;1;25;2;#NULL!;9,0000;9,0000;2,0000;1,0000;1,0000;0,0000;0,5000;1,0000;0,5000;0,5000;1,0000;Konferenzen, Aufsicht;22;8;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
156;BPLCZVXUBA;1;1;1;1;0;2;46;2;1;;0;19,00;76,00;0;#NULL!;0;#NULL!;44,00;4,00;22,00;0,00;22,00;0,00;4,00;8,00;40,00;20,00;1;25;2;#NULL!;19,0000;19,0000;4,0000;0,0000;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;#NULL!;;30;6;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
157;BT6V7A1YF9;1;1;1;2;0;1;56;3;1;;1;25,00;100,00;0;#NULL!;1;15,00;50,00;5,00;46,00;1,00;3,00;0,00;10,00;6,00;100,00;25,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;10,0000;38;0;0;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
158;BVEST3S2XM;1;1;1;1;0;1;56;1;1;;1;25,00;100,00;0;#NULL!;1;4,00;44,00;1,50;20,00;0,00;24,00;0,00;4,00;1,00;60,00;60,00;1;25;1;4,0000;19,0000;13,0000;6,0000;1,0000;1,0000;0,0000;4,0000;1,0000;0,0000;2,0000;#NULL!;;32;6;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
159;BW3SP4HBMT;1;0;1;1;0;2;33;1;1;;0;16,00;64,00;0;#NULL!;0;#NULL!;40,00;2,00;22,00;0,00;16,00;0,00;1,50;7,00;30,00;30,00;1;25;3;#NULL!;16,0000;7,0000;8,0000;1,0000;2,0000;0,0000;0,0000;1,0000;0,0000;0,0000;#NULL!;;28;10;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
160;BXMLEXHHGW;1;1;1;1;0;2;57;4;1;;1;25,00;100,00;1;1,50;1;1,00;42,00;2,00;19,00;0,00;23,00;0,00;2,00;6,00;20,00;100,00;1;25;1;1,0000;19,0000;15,0000;4,0000;1,0000;0,5000;0,2000;1,0000;1,0000;0,0000;1,0000;#NULL!;;30;6;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
161;C4LKRFNBXB;1;1;1;1;0;1;37;2;1;;1;25,00;100,00;0;#NULL!;1;1,00;47,00;6,00;35,00;0,00;12,00;0,00;6,00;6,00;40,00;20,00;1;25;1;1,0000;18,0000;15,0000;4,0000;2,0000;1,0000;1,0000;2,0000;2,0000;0,0000;0,0000;0,0000;;18;10;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
162;C7D2WYBE5F;1;1;1;1;0;2;41;3;1;;0;16,00;64,00;0;#NULL!;0;#NULL!;41,00;2,00;16,00;0,00;23,00;2,00;9,00;3,00;60,00;15,00;2;25;2;#NULL!;12,0000;20,0000;2,0000;2,0000;2,0000;0,0000;2,0000;1,0000;0,0000;0,0000;#NULL!;;20;10;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
163;C7XWQALGLK;1;0;1;1;0;1;39;4;1;;1;25,00;100,00;1;1,75;0;#NULL!;46,00;4,00;26,00;0,00;20,00;0,00;2,00;3,00;100,00;10,00;1;25;1;14,7500;12,0000;3,0000;1,0000;1,0000;1,0000;0,0000;1,0000;1,0000;0,0000;2,0000;10,0000;ASV-Multiplikator;20;18;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
164;CAAFZU7YLF;1;0;1;1;0;1;42;3;2;;1;27,00;100,00;0;#NULL!;1;1,00;50,00;5,50;39,00;0,00;11,00;0,00;2,00;8,00;80,00;25,00;1;27;1;1,0000;21,0000;8,0000;1,0000;0,5000;2,0000;1,0000;8,0000;5,0000;0,0000;3,5000;#NULL!;;30;7;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
165;CC8449PESE;1;1;1;1;0;1;33;4;3;Studienrat (Gymnasiallehrer);0;23,00;92,00;1;1,30;0;#NULL!;50,00;2,00;28,00;0,00;20,00;0,00;8,00;6,00;30,00;32,00;1;25;3;#NULL!;20,0000;17,0000;6,0000;1,5000;1,5000;0,5000;1,0000;2,5000;0,0000;2,0000;#NULL!;;19;10;9;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
166;CD8DGQN56T;1;1;1;1;0;2;59;3;1;;0;16,00;64,00;1;1,00;1;0,50;34,00;3,50;17,00;0,00;17,00;0,00;3,00;4,00;30,00;20,00;1;25;1;0,5000;13,0000;11,0000;3,0000;1,0000;2,0000;0,0000;1,0000;1,0000;1,0000;1,0000;#NULL!;;22;8;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
167;CGRBV9E62T;1;1;1;1;0;2;41;4;1;;1;25,00;100,00;1;0,50;1;1,50;43,00;0,50;23,50;0,00;22,50;4,10;2,50;10,00;2,00;6,00;1;25;1;1,5000;18,0000;5,5000;10,0000;1,0000;1,0000;0,5000;3,0000;2,0000;1,0000;1,0000;#NULL!;;14;14;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
